"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"","","MATCH-S00463","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1127, _mitreAttackTechnique:T1127.001","UserInit Process Launched by MSBuild.exe","From FireEye Red Team Tool Countermeasures:
MSBuild is the build system for Visual Studio. This IOC detects the suspicious execution of userinit process by MSBUILD."
"Microsoft","Windows","THRESHOLD-S00064","threshold","Privilege Escalation","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0040, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1098.001, _mitreAttackTechnique:T1098.002, _mitreAttackTechnique:T1098.003, _mitreAttackTechnique:T1136, _mitreAttackTechnique:T1136.001, _mitreAttackTechnique:T1136.002, _mitreAttackTechnique:T1531","User Account Created and Deleted in 24 Hours","User Account Created and Deleted in 24 Hours. The temporary existence of a user account may be suspicious activity."
"","","MATCH-S00504","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.001, _mitreAttackTechnique:T1078.002, _mitreAttackTechnique:T1078.003","User Added to Local Administrators","Observes for a user being added to the Windows local administrators group."
"","","CHAIN-S00007","chain","Defense Evasion","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0040, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1098.001, _mitreAttackTechnique:T1098.002, _mitreAttackTechnique:T1098.003, _mitreAttackTechnique:T1136, _mitreAttackTechnique:T1136.001, _mitreAttackTechnique:T1136.002, _mitreAttackTechnique:T1531","User Created and Quickly Deleted on Linux Machine","Attackers will sometimes create and subsequently delete user accounts to perform post-exploitation activity in an attempted counter-forensic measure."
"","","LEGACY-S00165","match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1204.002, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.005","VBS file downloaded from Internet","Although Visual Basic scripts (.vbs) are sometimes regularly downloaded from the Internet, they are often part of malware establishment.  They carry an elevated risk."
"","","MATCH-S00892","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562.007","Value Added to Azure NSG Group","This alert looks for a value being added to an Azure Network Security Group (NSG) successfully. Depending on the environment, other Azure services such as Azure FIrewall may provide egress and ingress controls. Ensure this activity is authorized and expected. The raw data for the event contains the exact values being modified."
"","","MATCH-S00761","templated_match","Impact","True","False","","_mitreAttackTactic:TA0040, _mitreAttackTechnique:T1489, _mitreAttackTechnique:T1490","Volume Shadow Copy Service Stopped","Detects the Volume Shadow Copy service being stopped using net stop. This activity is commonly seen in wiper malware and ransomware attacks."
"Microsoft","Windows","MATCH-S00583","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1003.002, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1003.005, _mitreAttackTechnique:T1003.006","WCE wceaux.dll Access","Obvserves for access of wceaux.dll, which may be indicative of credential access."
"","","MATCH-S00379","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.005, _mitreAttackTechnique:T1216","WMIExec VBS Script","Detects suspicious file execution by wscript and cscript"
"","","MATCH-S00570","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMIPRVSE Spawning Process","Observes for child processes spawned by WMIPRVSE"
"","","MATCH-S00150","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Launching Shell","Observes for Windows Management Instrumentation (WMI) launching a shell"
"","","MATCH-S00147","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Managed Object Format (MOF) Process Execution","Attackers will often utilize The Managed Object Format (MOF) compiler to conceal and execute their malicious code within the WMI Repository."
"Microsoft","Windows","MATCH-S00523","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Permanent Event Subscription","This rule looks for the creation of WMI permanent event subscriptions."
"Microsoft","Windows","MATCH-S00524","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Permanent Event Subscription - Sysmon","This rule looks for the creation of WMI permanent event subscriptions."
"Microsoft","Windows","MATCH-S00760","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1018","WMI Ping Sweep","Detects when Win32_PingStatus is invoked to ping a device."
"","","MATCH-S00146","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1021, _mitreAttackTechnique:T1021.006, _mitreAttackTechnique:T1047","WMI Process Call Create","An attacker can use WMI to create malicious processes on the local or remote host to bypass application whitelisting, since WMI is an authorized Windows tool."
"","","MATCH-S00151","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Process Get Brief","An attacker can use WMI to execute scripts on a host by pointing to malicious XSL files."
"Microsoft","Windows","MATCH-S00522","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1047","WMI Temporary Event Subscription","This rule looks for the creation of WMI temporary event subscriptions."
"","","MATCH-S00316","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0007, _mitreAttackTactic:TA0008, _mitreAttackTactic:TA0040, _mitreAttackTechnique:T1083, _mitreAttackTechnique:T1210, _mitreAttackTechnique:T1222, _mitreAttackTechnique:T1222.001, _mitreAttackTechnique:T1486, _mitreAttackTechnique:T1490","WannaCry Ransomware","Uses data from process creation events to detect indicators of the WannaCry Ransomware."
"","","MATCH-S00400","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0043, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1566.003, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.001, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.004, _mitreAttackTechnique:T1036.005","Web Download via Office Binaries","Detects downloaded payloads from remote server."
"","","MATCH-S00557","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Web Request to IP Address","This rule detects HTTP requests sent directly to IP addresses, bypassing DNS. This could indicate an attacker is trying to circumvent detection mechanisms."
"","","MATCH-S00566","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Web Request to Punycode Domain","This rule detects web requests to domains that include punycode characters, which is a common phishing technique used to mimic the appearance of a legitimate domain."
"","","MATCH-S00539","templated_match","Defense Evasion","False","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1505, _mitreAttackTechnique:T1505.003","Web Servers Executing Suspicious Processes","This rule looks for suspicious processes on all systems labeled as web servers. A list of web servers should be populated in order to enable the rule."
"","","MATCH-S00174","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1082, _mitreAttackTechnique:T1505, _mitreAttackTechnique:T1505.003","Web Services Executing Common Web Shell Commands","This rule looks for web server executables attempting to use commands commonly associated with adversaries utilizing a successfully uploaded web shell."
"Forcepoint","Web Security","THRESHOLD-S00041","threshold","Execution","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Websense - Blocked Activity Threshold","Websense blocked a large amount of activity originating from a single host within a short period of time."
"","","MATCH-S00684","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.004","Wget Passed to Script Execution Command","Passing a downloaded file to a script execution command such as sh will immediately run the script. This is indicative of either high-risk user behavior or malicious activity as script contents should always be reviewed prior to execution. This can be used to run scripts on a host where remote command execution is possible."
